REGISTRO_OPERADORA;CICLO;TP_AGRUPAMENTO;PCT_UNICO;PCT_AMBULATORIAL;PCT_INT_SEM_OBSTET;PCT_INT_COM_OBSTET;QT_CONTRATOS;QT_BENEF;RAZAO_SOCIAL
402834;2017;"Único";13,57;;;;153;737;"UNIMED STA RITA, STA ROSA E SÃO SIMÃO COOP. TRAB. MÉDICO"
402851;2017;"Único";28,41;;;;75;5000;"MULTI SERVICOS APOIO ADMINISTRATIVO LTDA"
402966;2017;"Único";11,49;;;;664;2867;"BIO SAÚDE SERVIÇOS MÉDICOS LTDA"
403130;2017;"Único";6,66;;;;19;212;"CENTRO MÉDICO ESTÂNCIA VELHA LTDA"
403911;2017;"Único";23,43;;;;21837;82718;"VISION MED ASSISTÊNCIA MÉDICA LTDA"
403920;2017;"Único";19,85;;;;927;3753;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MAUÁ"
403962;2017;"Único";13,55;;;;248;2076;"SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA"
406708;2017;"Único";6,66;;;;88;790;"A.P.S ASSISTÊNCIA PERSONALIZADA À SAÚDE LTDA"
408522;2017;"Único";5,39;;;;2;11;"SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI"
408883;2017;"Único";41,00;;;;23;246;"CENTRO MÉDICO FÁTIMA LTDA"
409286;2017;"Único";13,57;;;;16;168;"G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP"
410047;2017;"Único";15,66;;;;1532;5664;"SAUDE - SISTEMA ASSISTENCIAL UNIFICADO DE EMPRESAS - SOCIEDADE SIMPLES"
410292;2017;"Único";15,00;;;;566;5829;"FUNDACAO LEONOR DE BARROS CAMARGO"
410624;2017;"Único";13,57;;;;43;509;"CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA"
410632;2017;"Único";39,80;;;;375;3780;"PROMED ASSISTÊNCIA MÉDICA LTDA"
410888;2017;"Único";9,46;;;;43;376;"FILOSANITAS SAUDE LTDA"
411582;2017;"Único";11,80;;;;92;848;"PLANO DE SAUDE ASES LTDA."
411752;2017;"Único";19,80;;;;545;2096;"ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE"
411868;2017;"Único";17,96;;;;93;668;"EXTREMAMEDIC PLANOS DE SAÚDE LTDA"
412015;2017;"Único";0,00;;;;0;0;"MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA"
412228;2017;"Único";12,50;;;;29;241;"POLICON ASSISTENCIA MÉDICA LTDA - EPP"
412252;2017;"Único";13,57;;;;59;431;"TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA"
412538;2017;"Único";0,00;;;;8;55;"UNIHOSP SERVICOS DE SAUDE LTDA"
413160;2017;"Único";7,19;;;;275;2326;"GS PLANO GLOBAL DE SAÚDE LTDA"
413275;2017;"Único";15,05;;;;420;3304;"CLINICA SÃO JOSÉ SAUDE LTDA."
413291;2017;"Único";13,57;;;;44;415;"CGO SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA"
413330;2017;"Único";13,57;;;;13;112;"AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA"
413372;2017;"Único";4,86;;;;35;531;"SOCIEDADE PORTUGUESA DE BENEFICÊNCIA"
413551;2017;"Único";4,86;;;;5;35;"PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA"
414131;2017;"Único";9,86;;;;543;3017;"RN METROPOLITAN LTDA"
414298;2017;"Único";17,00;;;;78;862;"ECOLE SERVIÇOS MÉDICOS LTDA"
414450;2017;"Único";32,50;;;;636;7884;"JARDIM AMÉRICA SAÚDE LTDA."
414492;2017;"Único";20,75;;;;8;55;"LIFE EMPRESARIAL SAÚDE LTDA."
414573;2017;"Único";11,79;;;;19;390;"UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS"
414905;2017;"Único";4,08;;;;103;446;"VITA ASSISTÊNCIA A SAÚDE LTDA."
414930;2017;"Único";15,72;;;;176;1076;"SAÚDE SANTA TEREZA LTDA."
415081;2017;"Único";7,31;;;;9;26;"PORTO DIAS SAUDE LTDA."
415111;2017;"Único";19,72;;;;2884;11574;"BIOVIDA SAÚDE LTDA."
415693;2017;"Único";12,23;;;;758;8617;"POLICLIN SAÚDE S/A."
415774;2017;"Único";13,57;;;;19;124;"CABERJ INTEGRAL SAÚDE S.A"
415847;2017;"Único";11,50;;;;32;290;"ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA."
416282;2017;"Único";8,51;;;;64;425;"E.X.M BRASIL SAÚDE LTDA"
416398;2017;"Único";15,00;;;;226;4182;"HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA"
416495;2017;"Único";13,57;;;;139;764;"MATÃO CLINICAS & AMHMA SAÚDE LTDA"
416738;2017;"Único";13,57;;;;134;1241;"OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A"
417092;2017;"Único";12,73;;;;1;8;"CENTRAL OPERADORA DE PLANOS DE SAÚDE NORTE-NORDESTE LTDA"
417491;2017;"Único";49,00;;;;191;7634;"PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA"
417530;2017;"Único";11,24;;;;2440;9997;"ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA"
417599;2017;"Único";5,38;;;;204;885;"ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL"
417823;2017;"Único";15,00;;;;918;9026;"PREMIUM SAÚDE S.A."
417947;2017;"Único";22,03;;;;988;3586;"ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO"
418021;2017;"Único";13,57;;;;780;3633;"ASSOCIAÇÃO SANTA SAÚDE"
418072;2017;"Único";19,92;;;;1947;13334;"CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A"
418137;2017;"Único";13,57;;;;92;552;"UNIX SAÚDE S.A"
418170;2017;"Único";16,76;;;;179;907;"QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA."
418226;2017;"Único";14,66;;;;290;955;"OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA"
418501;2017;"Único";9,80;;;;57;504;"FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA"
418587;2017;"Único";13,57;;;;220;1254;"AMHA SAUDE S/A"
418676;2017;"Único";31,75;;;;49;190;"CB SAÚDE ADMINISTRAÇÃO EM SAUDE SUPLEMENTAR LTDA"
418749;2017;"Único";6,28;;;;478;4004;"CEDPLAN SAÚDE LTDA EPP"
418781;2017;"Único";13,57;;;;499;3449;"SAUDE CASSEB ASSISTENCIA MEDICA LTDA"
418919;2017;"Único";7,19;;;;273;1704;"ASSOCIAÇÃO SAÚDE SÃO JOSÉ"
419052;2017;"Único";13,57;;;;13;91;"AMAZÔNIA PLANOS DE SAÚDE LTDA"
419141;2017;"Único";13,57;;;;246;1834;"ASSOCIAÇÃO SÃO FRANCISCO VIDA"
419150;2017;"Único";13,83;;;;446;2496;"ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA"
419168;2017;"Único";24,38;;;;593;6145;"ADPART M2 ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA"
419249;2017;"Único";25,78;;;;1163;6165;"ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS"
419320;2017;"Único";17,23;;;;502;1623;"MEDICAL BRASIL ASSISTÊNCIA MÉDICA LTDA"
419338;2017;"Único";13,55;;;;113;546;"SANTA CASA DE MISERICORDIA DE PONTA GROSSA"
419362;2017;"Único";29,00;;;;5;31;"HOSPITAL BOM SAMARITANO S/S LTDA"
419486;2017;"Único";27,50;;;;12;148;"PLADISA PLANOS DE SAÚDE SA"
419699;2017;"Único";5,71;;;;19;79;"OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA"
419753;2017;"Único";13,55;;;;38;174;"MEDGOLD ASSISTENCIA MEDICA LTDA - ME"
419834;2017;"Único";13,55;;;;2;27;"HALSA OPERADORA DE MEDICINA DE GRUPO LTDA"
419958;2017;"Único";6,67;;;;261;1878;"ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS"
420000;2017;"Único";27,65;;;;32;291;"ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL"
420085;2017;"Único";25,00;;;;67;428;"SANTA CASA DE SAÚDE - SCS"
420166;2017;"Único";22,49;;;;146;1596;"PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA"
000027;2018;"Único";14,02;;;;2651;8143;"SALUTAR SAÚDE SEGURADORA S.A."
000477;2018;"Único";16,73;;;;965;7614;"SUL AMÉRICA SEGURADORA DE SAÚDE S.A."
000515;2018;"Único";19,38;;;;1423;18478;"ALLIANZ SAÚDE S/A"
000582;2018;"Único";17,17;;;;3347;59080;"PORTO SEGURO - SEGURO SAÚDE S/A"
000701;2018;"Único";12,63;;;;2917;17496;"UNIMED SEGUROS SAÚDE S/A"
005711;2018;"Único";15,76;;;;170391;892567;"BRADESCO SAÚDE S.A."
006246;2018;"Único";16,34;;;;124722;540389;"SUL AMERICA COMPANHIA DE SEGURO SAÚDE"
030067;2018;"Único";19,56;;;;368;1654;"AMIS ASSOC. MÉDICA INTERN. DO SERVIDOR PUBLICO"
300012;2018;"Único";14,73;;;;117;1131;"CEMIL CENTRO MEDICO DE ITU LTDA."
300136;2018;"Único";16,33;;;;353;2849;"UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
300713;2018;"Único";7,41;;;;487;3660;"UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO"
300870;2018;"Único";0,00;;;;1;3;"UNIMED DO BRASIL - CONF. NACIONAL DAS COOPERATIVAS MÉDICAS"
301060;2018;"Único";12,36;;;;173;982;"UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA."
301574;2018;"Único";13,57;;;;970;5865;"UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO"
301728;2018;"Único";9,78;;;;665;4645;"PRONTOMED PLANOS DE SAÚDE LTDA"
301744;2018;"Único";0,00;;;;136;941;"UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO"
302091;2018;"Único";8,29;;;;10150;39380;"SÃO FRANCISCO SISTEMAS DE SAÚDE SOCIEDADE EMPRESÁRIA LIMITADA"
302228;2018;"Único";23,49;;;;49;519;"UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO"
302490;2018;"Único";0,00;;;;251;2252;"PRONTOMED NOVO HAMBURGO LTDA."
302953;2018;"Único";0,00;;;;1003;6341;"UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE"
303178;2018;"Único";13,55;;;;286;1366;"UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA"
303267;2018;"Único";12,95;;;;3576;15153;"UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO"
303356;2018;"Único";18,96;;;;1457;11657;"UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA"
303623;2018;"Único";13,55;;;;2944;9672;"CENTRO TRASMONTANO DE SAO PAULO"
303739;2018;"Único";10,00;;;;590;2113;"SERMED-SAÚDE LTDA."
303844;2018;"Único";8,12;;;;47;460;"UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO"
303976;2018;"Único";12,50;;;;82;798;"UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO"
304051;2018;"Único";0,00;;;;667;3407;"UNIMED MONTES CLAROS COOPERATIVA DE TRABALHO MÉDICO LTDA."
304123;2018;"Único";12,97;;;;223;1561;"UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO"
304212;2018;"Único";0,00;;;;42;419;"ON MED ASSISTÊNCIA MÉDICA LTDA"
304344;2018;"Único";3,07;;;;535;3082;"UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA."
304395;2018;"Único";4,09;;;;493;1974;"UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA."
304468;2018;"Único";10,08;;;;445;3335;"UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO"
304531;2018;"Único";10,00;;;;72;682;"AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA"
304701;2018;"Único";13,55;;;;5107;36435;"UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS"
304883;2018;"Único";8,12;;;;514;2867;"UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO"
305227;2018;"Único";2,94;;;;11;88;"UNIMED DO OESTE DO PARANÁ - COOP. DE TRABALHO MEDICO"
305472;2018;"Único";11,65;;;;304;2711;"UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA"
305626;2018;"Único";4,48;;;;68;499;"PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A"
305928;2018;"Único";13,55;;;;23;194;"NOSAMED ASSISTÊNCIA MÉDICA LTDA."
305995;2018;"Único";13,98;;;;469;7611;"GOOD LIFE SAUDE LTDA"
306100;2018;"Único";13,55;;;;870;2284;"UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO"
306126;2018;"Único";4,70;;;;206;1836;"UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO"
306398;2018;"Subagrupado";;9,90;9,90;9,90;1577;12397;"UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA."
306444;2018;"Único";3,10;;;;722;3602;"PLASAC PLANO DE SAÚDE LTDA"
306649;2018;"Único";13,55;;;;682;5413;"SERPRAM - SERVIÇO DE PRESTAÇÃO DE ASSISTÊNCIA MÉDICO-HOSPITALAR S.A."
306762;2018;"Único";8,12;;;;1276;7437;"UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO"
306886;2018;"Único";9,35;;;;2634;11104;"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA"
306959;2018;"Único";14,26;;;;71;351;"UNIMED ALTO URUGUAI/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
308005;2018;"Único";13,55;;;;19;193;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MOCOCA"
308811;2018;"Único";44,68;;;;9;103;"UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI"
309087;2018;"Único";0,20;;;;299;1742;"UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA"
309192;2018;"Único";17,31;;;;4374;16044;"SAMED - SERVIÇOS DE ASSISTÊNCIA MÉDICA, ODONTOLÓGICA E HOSPITALAR S.A."
309222;2018;"Único";13,55;;;;7735;28791;"GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA"
309338;2018;"Único";10,43;;;;835;4527;"HOSPITAL REGIONAL DE FRANCA S/A"
309524;2018;"Único";16,29;;;;232;890;"UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO"
309907;2018;"Único";18,91;;;;196;2355;"UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO"
310131;2018;"Único";44,18;;;;164;1015;"UNIMED PLANALTO - COOPERATIVA DE TRABALHO MÉDICO"
310239;2018;"Único";10,00;;;;44;297;"PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA"
310247;2018;"Único";13,89;;;;2632;13908;"CIRCULO OPERARIO CAXIENSE"
311146;2018;"Único";10,81;;;;119;621;"UNIMED COSTA VERDE RJ"
311294;2018;"Único";13,55;;;;317;1886;"UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO"
311359;2018;"Único";16,31;;;;998;3967;"FUNDAÇÃO DE SAÚDE ITAIGUAPY"
311375;2018;"Único";22,63;;;;344;2082;"UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
311472;2018;"Único";9,00;;;;34;158;"CEAM BRASIL - PLANOS DE SAÚDE LTDA"
311499;2018;"Único";2,84;;;;10;41;"FUNDAÇÃO BENEFICENTE RIO DOCE"
311618;2018;"Único";15,56;;;;246;1559;"UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
311715;2018;"Único";12,13;;;;2216;9668;"UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA."
311847;2018;"Único";10,00;;;;152;997;"UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO"
311944;2018;"Único";13,55;;;;4;29;"UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO"
311961;2018;"Único";4,95;;;;248;1646;"UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA"
312282;2018;"Único";21,03;;;;144;556;"INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA"
312347;2018;"Único";13,51;;;;625;3789;"UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO."
312363;2018;"Único";0,00;;;;1;5;"UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS"
312592;2018;"Único";10,63;;;;211;1221;"UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO"
312720;2018;"Único";13,55;;;;98;675;"UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS"
312851;2018;"Único";7,69;;;;1124;12634;"UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO"
313084;2018;"Único";13,55;;;;287;1761;"COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA"
313149;2018;"Único";9,00;;;;110;818;"UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO"
313211;2018;"Único";11,32;;;;241;1900;"UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
313475;2018;"Único";11,96;;;;20;211;"UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO"
313955;2018;"Único";13,57;;;;238;1028;"UNIMED ALEM PARAIBA COOPERATIVA DE TRABALHO MEDICO LTDA"
313971;2018;"Único";13,55;;;;19;226;"FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA"
314099;2018;"Único";13,53;;;;887;4985;"UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO"
314102;2018;"Único";13,55;;;;9;54;"IRMANDADE DA SANTA CASA DE MISERICORDIA DE BIRIGUI"
314170;2018;"Único";13,55;;;;633;2176;"COOPERATIVA DE USUÁRIOS ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA - VIVAMED SAÚDE"
314218;2018;"Único";21,46;;;;6208;29197;"ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO"
314242;2018;"Único";8,50;;;;112;1238;"UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO"
314587;2018;"Único";2,94;;;;236;1355;"UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO"
314706;2018;"Único";13,55;;;;133;1279;"HOSPITAL CESAR LEITE"
314781;2018;"Único";13,55;;;;34;245;"UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO"
315265;2018;"Único";9,83;;;;282;2129;"PARANA ASSISTENCIA MEDICA LTDA"
315494;2018;"Único";7,69;;;;143;758;"UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA"
315630;2018;"Único";27,00;;;;15;82;"SOCIAL-SOCIEDADE ASSISTENCIAL E CULTURAL"
315648;2018;"Único";28,00;;;;319;1659;"UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA"
315729;2018;"Único";8,55;;;;698;2067;"UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS"
315796;2018;"Único";8,12;;;;456;4471;"UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO"
316148;2018;"Único";1,56;;;;244;1559;"UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS"
316458;2018;"Único";13,55;;;;7;94;"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO"
316741;2018;"Único";0,00;;;;1;1;"UNIMED DO ESTADO DE MATO GROSSO DO SUL - FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS"
316881;2018;"Único";0,20;;;;307;1750;"UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO"
317012;2018;"Único";0,00;;;;366;2051;"COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA"
317144;2018;"Único";13,55;;;;6228;27674;"UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA."
317896;2018;"Único";2,94;;;;386;1683;"UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA"
318035;2018;"Único";13,75;;;;298;1618;"UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO"
318213;2018;"Único";4,65;;;;132;1126;"COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO"
318299;2018;"Único";11,12;;;;1195;8137;"BENEFICENCIA CAMILIANA DO SUL"
318388;2018;"Único";7,73;;;;88;921;"UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO"
318477;2018;"Único";1,93;;;;490;1655;"OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA."
318566;2018;"Único";5,00;;;;232;1533;"UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO"
319121;2018;"Único";13,51;;;;3921;57705;"UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA"
319180;2018;"Único";13,05;;;;27;112;"SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA LTDA"
319384;2018;"Único";10,91;;;;344;2623;"UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
319422;2018;"Único";13,55;;;;387;2107;"IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA"
319708;2018;"Único";16,31;;;;988;4960;"UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA"
319996;2018;"Único";8,12;;;;140;763;"UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS"
320111;2018;"Único";23,95;;;;883;2308;"SAÚDE SIM LTDA"
320251;2018;"Único";5,95;;;;896;5268;"UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO"
320510;2018;"Único";13,96;;;;299;1458;"ATÍVIA SERVIÇOS DE SAÚDE S/A"
320706;2018;"Subagrupado";;10,00;;12,00;5552;21482;"UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO"
320862;2018;"Único";3,80;;;;1312;3418;"UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO"
320897;2018;"Único";15,00;;;;480;2345;"UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO"
321044;2018;"Único";13,55;;;;341;2876;"UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO"
321087;2018;"Único";0,00;;;;50;330;"UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA."
321273;2018;"Único";3,65;;;;977;5233;"UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO"
321320;2018;"Único";13,55;;;;112;908;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI"
321338;2018;"Único";14,54;;;;98;666;"AMERON - ASSISTÊNCIA MÉDICA RONDÔNIA S/A."
321931;2018;"Único";10,00;;;;3;20;"CONFERÊNCIA SÃO JOSÉ DO AVAÍ"
321958;2018;"Único";13,55;;;;2866;9601;"UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA."
322261;2018;"Único";13,56;;;;490;3420;"UNIMED DE FEIRA DE SANTANA COOPERATIVA DE TRABALHO MÉDICO"
322326;2018;"Único";0,00;;;;449;1958;"ASSOCIAÇÃO BENEFICENTE CATÓLICA"
322547;2018;"Único";14,51;;;;6;22;"UNIMED ANGRA DOS REIS COOPERATIVA DE TRABALHO MEDICO"
322571;2018;"Único";13,29;;;;478;2157;"UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO"
322831;2018;"Único";3,64;;;;25;279;"UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO"
323004;2018;"Único";25,60;;;;13;62;"UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO"
323055;2018;"Único";11,00;;;;114;811;"UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO"
323268;2018;"Único";13,14;;;;1871;8397;"UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO"
323357;2018;"Único";0,20;;;;4;32;"UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA."
323811;2018;"Único";13,55;;;;1388;7297;"ASSISTENCIA MEDICO HOSPITALAR SAO LUCAS S/A"
323926;2018;"Único";20,00;;;;76;706;"UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO"
323942;2018;"Único";13,55;;;;66;600;"FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO"
323993;2018;"Único";13,55;;;;235;1171;"UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO"
324175;2018;"Único";0,00;;;;762;3062;"UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO"
324213;2018;"Único";21,10;;;;547;2759;"UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO"
324299;2018;"Único";8,55;;;;324;2191;"PLAMER PLANO MEDICO RESENDE LTDA"
324345;2018;"Único";5,01;;;;554;4016;"UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO"
324566;2018;"Único";7,69;;;;569;2508;"UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO"
325031;2018;"Único";8,55;;;;125;880;"UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO"
325074;2018;"Único";19,60;;;;7800;37408;"GREEN LINE SISTEMA DE SAÚDE S.A"
325236;2018;"Único";19,94;;;;102;616;"ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA"
325465;2018;"Único";26,72;;;;2;38;"AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA"
